review_business_price_range_detail,review_rating,review_business_number_rating,review_business_price_range,review_content,review_business_rating,review_business_reviews_count,review_business_name
"
                        $31-60
                    ",5.0,,2,My favorite restaurant thus far!!,4.5,1716.0,"
        Bestia
    "
"
                        $11-30
                    ",5.0,,2,I loved this place when I went to USC and I still love it. Great food and the all you can drink deal for $20 is well worth it.,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,My favorite Italian restaurant in LA.,4.0,956.0,"
        Osteria La Buca
    "
"
                        $11-30
                    ",5.0,,2,SUCH A CUTE PLACE!!!! perfect for a romantic dinner date.,4.0,956.0,"
        Osteria La Buca
    "
"
                        $11-30
                    ",4.0,,2,The boyfriend took me here several months ago for a quick anniversary dinner! ,4.0,956.0,"
        Osteria La Buca
    "
"
                        $11-30
                    ",4.0,,2,"We ordered two glasses of primitivo wine, which initially I thought was horrible but when paired with my food, tasted really great!",4.0,956.0,"
        Osteria La Buca
    "
"
                        $11-30
                    ",5.0,,2,"It was after watching a movie with my friend back in March. My friend was craving for Italian food in the area of Los Angeles and he stumbled upon this place on yelp. This restaurant was in Larchmont just south of where Larchmont area is. It is on a busy street so parking was a bit of an issue but luckily being nighttime, it was easy to find street parking for free after 8PM. ",4.0,956.0,"
        Osteria La Buca
    "
"
                        $11-30
                    ",5.0,,2,Wonderfully romantic paired with a delightful dinner with top notch drinks. ,4.0,956.0,"
        Osteria La Buca
    "
"
                        $31-60
                    ",5.0,,2,This place has been on our to-do list for months! And with the holiday season we took the only available reservation time at 9PM and enjoyed a luxurious meal.,4.5,1716.0,"
        Bestia
    "
"
                        $31-60
                    ",4.0,,2,With ~1500 reviews in ~2 years - Bestia's scenester raves overwhelm the haters. I really like my hater review on this place - but it's plateaued from garnering further UFC's and now my 2 star just stagnates. ,4.5,1716.0,"
        Bestia
    "
"
                        $31-60
                    ",5.0,,2,"We were in LA for a few days and Bestia was a must for this trip. I tried to make a reservation on open table but couldn't find any spots for weeks out. However, when I called the restaurant they were able to get me a reservation. Due to our plans changing multiple times I had to call to adjust the reservation and every time I had several people ahead of me calling for reservations (their phone system gives you this info while waiting on hold).",4.5,1716.0,"
        Bestia
    "
"
                        $31-60
                    ",4.0,,2,This place is really hip and awesome but not above/beyond delicious! We had a variety of menu options... ,4.5,1716.0,"
        Bestia
    "
"
                        $11-30
                    ",4.0,,2,"Bacaro provides the perfect setting to chatter your head off while munching on good eats. Fairly noisy, rather dark lighting, and small plates style sharing -- grab your gal pals and head over here. However, be prepared to wait since they only take reservations for parties of 6 and it can get real busy. ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,Definitely think this is a fun place to go to with friends.,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,Pros:,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,Mission: Pick a restaurant for DineLA. Open Bar at Bacaro LA??? Say Whattttttttttt. ,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,"My oh my... really didn't think that I'd enjoy the food as much as did since it was during dineLA's promotion, but the food was pretty good. Their regular menu offers a huge variety of tapas/cichetti that appeals any sort of appetite possible. Cold, hot, seafood, meaty, veggie... you name it. As for the all you can drink, it's perfect if you aren't a picky drinker and just want some happy juice to go along with your food.",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,Boyfriend took me here for a nice dinner yesterday night. We were so lucky to get parking right in front since it wasn't busy. ,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,I really dig this spot.,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,"I visited this place for La's restaurant week. The menu was one cheese and one salami appetizer, two tapas plates per person, and one dessert each, and an open bar for an hour and a half. The manager took our order and recommended the cheese, and thank you because it was perfect! We ordered the pork belly skewers, the shrimp stuffed mushrooms, grilled chicken and the Osso bucco. All of them were just as delicious as the next. My fave of them all were the pork belly skewers, so much flavor! In a close second was the Osso bucco. It was so tender and had some much flavor. Loved it!The least favorite was the chicken because it was over done but the caper sauce was still very yummy. Now for the dessert, bread pudding a la mode and a rose water panna cotta. The panna cotta blew the other one away! A must try! ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,"So my introduction and subsequent obsession with Bacaro started one fateful night when one of my friends was all ""Bacaro has an all you can drink open bar for $20."" That's right, for $20 you get a hall pass for all the wine, beer and champagne you want! Well, restricted to the offerings on the menu, but when you're a student, alcohol is alcohol and open bar means a challenge to see how much you can drink without ending up in the hospital. (Or so I hear.)",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,"Small restaurant, very dim, crowded at times, and the food was okay. The atmosphere was loud and crowded with college students. Some dishes were better than others. Came here during Dine LA. It wouldn't have really made a difference if it wasn't Dine LA. You don't save that much more. The open bar concept is great for these college crowds that go there. For $20, you get open bar for 90 mins. ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",2.0,,2,"Very interesting pricing for encouraging folks to order food and libations. All you can drink, dollar off every glass of wine you continuously order til it's free, etc. Different promotions on different days and times of the week. Originally we came for the DineLA promotion, but since (last minute) we didn't feel like all-you-can-drink as part of the promotion, we ended up just ordering off the regular menu. ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,"The food was great, but the portion sizes were fit for an elf. You have to order at least three dishes for yourself in order to be barely satisfied. Each dish is pretty pricey, as well. We went during happy hour, so all the dishes were $6, but expect happy hour priced-food for a happy hour priced-portion (meaning, elf-size). ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,"It has literally been YEARS since I'd been to Bacaro LA. When I worked in the area, I had been here once or twice to enjoy the happy hour. I never expected to be back here but due to serendipitous street closures in downtown, I ended up here on a quiet Saturday evening. ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,"This place is one of my favorites! It almost feels like a secret place, because of it's random location on Hoover near USC, and not many people seem to know about it among my friends. ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,"Came here for dinner on Sunday night and participated in their Dine LA menu. We got so much food for only $40 per person, it was amazing! My favorite dishes were our appetizers (Crostini di Burrata and the Tagliere, which was meats and cheeses with olives) and our desserts (the Tiramisu and raspberry panna cotta). ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,"I've been to Bacaro a few times and think it's a great place for tapas, wine and beer. Happy hour prices are great but if you miss happy hour, most of the menu is 3/$21. My favorites are the cauliflower, pork belly skewers, lamb-stuffed eggplant, mac and cheese, and burrata.",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,Dining in for the dine LA restaurant week menu. ,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",2.0,,2,"My first time here, everything was good. Second time, meh. I felt like a lot of the dishes weren't cohesive and flavors did not match. ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,"Went here earlier today so apparently I can't check in because I am too far away.. Very nice brunch I can say, good for friends but even better for night times. I have to admit that the French toast is amazing, and the coffee u get here which is actually from the neighbor, is pretty good also:)",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,This place is basically my favorite American version of a Shanghainese restaurant. Bacaro's well thought out tapas happily remind me of the intricacy and quality of Shanghai's small dishes. If you are like me and love eating a small quantity of a variety of things then Bacaro is the place to go! ,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,"My friends and I recently tried Bacaro LA for brunch and absolutely loved our experience there! We decided to share a few of their cicchettis and shared a pitcher of Strawberry Bellini amongst the six of us. It was just the right amount of food for us but they recommend about 3 dishes per person if you're hungry! I love their concept of having tapas styled brunch options. Often times, I can't decide between ordering something savory or sweet and this place has it all in decent sized portions! We tried the following dishes:",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,"Everyone raves about this place so I really wanted to check out what the fuss was all about. I came with my boyfriend and we had a livingsocial coupon. The bad side is that we can't use the livingsocial coupon for happy hour so for two people, we spent the $40 of livingsocial coupon + $25. For $65 dollars total, we did not have a great experience.",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,"Came to Bacaro with a livingsocial deal. I like the atmosphere, very relaxed with dim lighting. Onto the food, I ordered a couple different tapas. 3 for $21, unless otherwise specified",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,"I came here recently on a week night around 7:30 p.m. We lucked out and found street parking right in front of the restaurant, which is kind of hard to locate because the actual storefront isn't too big.",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,Super yummy! Great selection!,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",2.0,,2,"Came in here for a ""pizza night cap"" (yes that's a real thing!) on my way home on the recommendation of a waiter we had just had at another restaurant. I don't think we found the right place though, because this place was just plain average. There was nothing inherently wrong with Osteria; there was just nothing special about it.",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,Yummy! Came here on a Saturday night with 8:45pm reservations with a couple of my friends who are regulars. We arrived at 8:45 on the dot but we weren't seated until around 9pm.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,Really good food the Gnocchi ai Porcini was tasteful and great.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,Tried this place out for DineLA dinner. For $40 a person it's definitely worth the price. The serving size is fit to share for two people. Don't miss out on the Tiramisu...it was a highlight for me.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,"Osteria Mamma, I was completely taken aback by the restaurant. ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,"Came here for a lunch meeting, nice Italian place on Melrose with a good variety of selections. The lunch menu has an assortment of paninis and frittatas. We ordered a grilled chicken panini and the mushroom and cheese frittata, with an appetizer of the filet mignon carpaccio. The carpaccio was perfect, with paper thin, olive oil marinated raw beef. It had a robust flavor and more than enough to make us happy. If you've never tried it, it's highly recommended. We also got a customary free basket of bread. It was just average, served with marinara sauce which doesn't quite sit well. They fortunately have a bottle of olive oil, salt and pepper that is much better. I'm sure if we asked for butter that would have been made available as well.",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,Took the family here for a last holiday meal before they headed back up to NorCal. ,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,"We came here late Saturday afternoon for lunch/dinner. Cute little spot on the corner of the street, one block away from Larchmont Blvd. Restaurant has a nice causal, friendly vibe. Plenty of street parking in front and side of restaurant.Staff is very friendly and attentive. ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,I'm in the restaurant industry and I can say that I got good food and service tonight.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",1.0,,2,"Don't waste your money, appetite or time. All three of our meals were really bad, and we ordered pretty simple dishes. Even my Abbriatta pasta was really greasy somehow ? ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,"Last night, I went here with my friend and enjoyed a nice happy hour sesh before watching a free screening of Linsanity in The Ray Stark Family Theatre at USC.",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,"$20 all-you-can-drink for two hours. That's really all you need to know. Not something I can pay for all the time, but it's so fun every once and a while with your friends. That includes all alcohol - sangria, wine, mimosas, etc. Also, get the Bacaro Burger! It's the best!",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,"The food was excellent! Had the bone marrow, chorizo pizza, poached shrimp and salted cod...all amazing! Great place for a date or a group of friends! Service was exceptional! Definitely going back!",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,"Bacaro LA is a tapas style restaurant that is small, dimly lit, and pretty loud -- which is all okay. All plates are $8 each or 3 for $21.",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,"Took my girl here per suggestion from her friend. Food was awesome and reasonably priced, also got the sangria which was delicious. Best part was the service, wait staff was super friendly and attentive. Matt was our server, and as a former server I can appreciate all the little things a server does and our drinks were never empty and table was clean once we were done with our plates. Won't be diassapointed if you go here",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,"This is a nice place for a simple date night. I wanted to have something small and light and yet taste many different dishes. (apparently, this place is the highest ranked tapas place in and around dtla) ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,O.M.G. This place was unreal. Yelp strikes again. ,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,THE PLACE: ,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",5.0,,2,5 stars right off the bat. Go Dodgers. This place is the bomb. We were across the street seeing some great theater and free wards one of out friends suggests Bacaro. ,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,"I chose this as the place to take my 37wk old pregnant wife for her 30th birthday. Our last meal out before, well, no more nights out. That was my mistake.",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",3.0,,2,"This place seems to be family owned and now with the yelp deal offer it's a good try. The portions are very generous and I think they killed the whole octopus to serve on my salad, I could only finish half. ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,Was in the neighborhood looking for italian came across this restaurant by chance.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,"Dropped by here during the week for a nice dinner, and from the beginning it was a very nice experience. It's a pretty small restaurant, but it feels intimate and cozy rather than cramped. I thought the ambiance was somewhere in between a high-end dress up experience and casual dining, so I didn't feel too out of place with my jeans and shirt.",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",3.0,,2,If the host hadn't been sooooooooo pretentious and the pasta portion soooooooooo small we might have had a good time. ,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",1.0,,2,"""Osteria Mamma brings you the true taste of the Veneto Region... tasty and simple dishes that respect the traditions and flavors of our history."" Uh-um...NO.",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,"Yum!! The place is always packed and bustling. Yet the food is always excellent, Our most recent meal consisted of various pasta including the spaghetti arrabbiata, pasta with duck ragu, pasta with vongole sauce, their daily risotto special. ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,"I think 4 starts is the perfect rating for Osteria Mamma. Is it the best Italian food I've had in LA,? Well no, but its fresh, the pasta is homemade, the service is great, and the food is simple and tasty. ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",3.0,,2,"Have to say that I expected more from a four star review on yelp. Now don't get me wrong, the food is not terrible but with all the other great Italian options in town, why settle for average ... ?",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,The lamb burger is an eye closer! The meat is very tender and juicy. The spiced flavor I generally notice in lamb is absent. ,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,4 stars just for the service. ,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,Happy Hour ALL DAY Sunday! I think it's from 10am-12pm. It includes $1.50 sangria and I LUV sangria! Has anyone tried their sangria? Is it any good?,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",1.0,,2,Wow how things change in 4 years (since my last review).,4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,"Came here on a Friday night. Extremely loud. Huge groups of what looked like a frat (at least they talked like it) and college students, probably from USC since it's nearby. ",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",3.0,,2,"After being excited to try this place for MONTHS--especially after driving by one night and seeing how cute it is and how close to my humble abode--I have to say that, upon trying, I was pretty disappointed. Which is, you know, pretty disappointing to have to admit to yourself and to the yelpiverse. I just really wasn't impressed. And that pretty much just sucks.",4.0,814.0,"
        Bacaro LA
    "
"
                        $11-30
                    ",4.0,,2,My friend and I went here on a weekday for an early lunch. The place was nearly empty just before noon and we got a nice table by the window.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,"This is my new favorite Italian restaurant. I ate there last night & the food was SO delicious, I ate off everyone else's plates. The service is also great: the waiters are super friendly & nice. I can't wait to come back. This place is going to make me fat..Oh well!",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",3.0,,2,"I've wanted to check this place out for awhile because of all the good reviews, but my experience here was.. Meh...",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,"My favorite Italian kitchen in LA. I never have cream sauces, but everything I've had here is so good, so I had to try the porcini pasta and it was luxurious. The cream sauce wasn't too heavy and the mushrooms were so damn flavorful, not like the cardboard cut outs you get in so many places.",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,"Just had a very delicious lunch there! Didn't hurt that I also got a good deal on it! Thanks Yelp voucher! The service here and atmosphere was great! The food was so good. I had the capellini pasta with pancetta and the Roberto pizza. I feel like I'm about to be in a good coma. A good one though, not like the ones you walk out of a cheap buffet!",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,I haven't had pasta this good since Italy! And that's a HUGE compliment.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",1.0,,2,"If I could give zero stars I would! My friend and I went here last night for our birthdays, because looking at the menu online intrigued us! We made a reservation for 8pm, and we were sat promptly, because we decided to sit outside on the patio where there were open tables. To make a long story short...it took us over an hour to get our appetizers! We then proceeded to wait another 45 minutes before we just asked them to bag our food, because it was taking so long! Mind you...the table behind us received their appetizers, entrees, and even paid their bill while we were waiting! It was the worst birthday dining experience I have ever had! A couple next to us said that they had to wait an hour to get their food as well! The food was not even worth the wait! Terrible terrible terrible service!",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,"Italy in America. The food is phenomenal. The pasta is fresh. The burrata melts in your mouth. The olive oil is perfection, and the bread has a consistency rarely seen in these parts. The authenticity is divine, and it's a great spot for a date (intimate and cozy, yet not too pretentious!)",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,A local Italian restaurant near Paramount Studios/Larchmont Village. Come here during the day for casual lunching or in the evening hours for a more romantic yet inviting feel w/dim lighting. ,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,My to go place for great italian.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",3.0,,2,"Wow, has it really been 3yrs since I ate here? Well, since I never used my original KGB deal, it had expired, however, it was still worth 20.00. So, not wanting to lose that money, we decided to eat here before a show at The Greek. We came early, around 5:15 on a Thursday. We were the only people in the restaurant. ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,Been here 10 minutes longer than a group. I'm waiting on one person but no ones even offered me water or more importantly wine. ,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",3.0,,2,As a fan of Italian and especially pizza I review Osteria Mama- this was my 3rd or 4th time here over the years. I remember this place being decent and it was decent again tonight... just decent.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",1.0,,2,"When I say that this we the worst service that I have ever experienced, that is not hyperbole. We had a party of 6, so the potential tip was sizable, but our waiter could not have cared less about us. He did not check on us even once. I had to flag busboys for Parmesan cheese and a refill on my water. No one even ordered a second round of drinks (which was wanted) for fear of how long it would be to get someone to look our way. ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",2.0,,2,"I tend to avoid places that offer a lot of Groupons, Living Social coupons, or Yelp Deals because it usually implies the restaurant can't get people through the door on the quality of its product. I must say that this very much holds true for Osteria Mamma, which would appear--based on the number of yelpers who mention coupons--to be packing its dining room with folks who've claimed one of the aforementioned deals.",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",3.0,,2,"I am leaving Osteria Mamma with my appetite satisfied but more than full of annoyance due to our terrible waitress Emmanuela, Never did she ever come to our table to check up on us, the wonderful busboy actually did a great job and got us everything we needed, during our time within the quite empty and quiet restaurant. ",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",1.0,,2,"Pretty shady Mamma. The food was average taste, not very authentic Italian, and came in tiny portions, and the pasta dishes ranged from $12-18. Desserts were $8-12. Even the water glass was small and had to be continuously refilled, which was annoying. The complementary bread appetizer with tomato sauce was pretty bad...would suggest they provide butter or olive oil with herbs to go with the bread instead. There were small children screaming in the restaurant the entire time, so I can't imagine this would be a good place for date night. My biggest problem was that my pasta dish appeared on the check as several dollars more before tax than what the menu said. I wasn't interested in asking for the menu back and disputing the charge for a few extra bucks. However, when I got to the parking lot they wanted an extra $6 for valet parking...when I didn't ask for valet parking and had parked in one of the spaces behind the building. The guy said that it was on the sign, but it was dark, and I parked myself...so wouldn't have applied to me anyways. So basically it's $6 to park in their lot behind the building. What a scam.",4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",4.0,,2,Delicious italian food at a reasonable price. Love the Polipolata which is an octopus salad with celery and potatoes. Frittura Mista is also delicious with a light batter and good mix of seafood and veggies. Gnocci is light and fluffy and pastas are just right. The bigoli is great.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",5.0,,2,I don't want you to know about this place because it is a local favorite.  Authentic northern Italian family cuisine paired with Philipo's beautiful wine selection makes for a perfect date night or a joyful family dinner.,4.0,828.0,"
        Osteria Mamma
    "
"
                        $11-30
                    ",1.0,,2,"Went here for a romantic dinner. My girlfriend and I were seated in the corner and completely ignored for 20 minutes. The food was horrible. The scallops were too salty. The pastas were bland and boring and the wines were overpriced. We spent over $100 and did not enjoy the food at all. Very disappointing, overpriced and overrated!!!",4.0,828.0,"
        Osteria Mamma
    "
"
                        $31-60
                    ",5.0,,2,Cool spot with amazing food. Definitely in the Bestia circle. ,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,"An unpretentious serving of extremely well-prepared dishes in the not-so-gentrified wilds of DTLA. No flavored foam, artful Jenga stacks of deconstructed ingredients, or even garnish here; just delicious simplicity served by really helpful plaid-shirted hipsters that double as waiters.",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,Great food! Great service! ,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,"Outstanding food, fabulous service, chic and modern ambience...you just can't go wrong here! One thing you must know is that their menu changes daily. Some of their items are permanent, like the Mandilli De Seta, Porchetta and Prosciutto...but be prepared for surprise additions!",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,"Came here during lunch on a Thursday afternoon to catch up with an old friend. She made reservations in advance and I'm glad she did, the place was packed and we would have had to otherwise wait. You can park in the street although its very limited or there is valet parking for 3$. ",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,"Parking: if you get there early on a weekday around 6:30, there's plenty of parking. If not, they have a $5 valet. ",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",3.0,,2,"Came here with a friend on Friday night given the excellent reviews. The ""Other"" italian in town was completely booked for the night so we opted for the next best thing. I'm not sure if I'm just not a huge fan of italian food or this place is just average, but nevertheless The Factory Kitchen didn't blow me away.",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,Chef Angelo truly is angelic. My friends and I decided to order every single pasta on the menu tonight and every single one was perfect. We were in pasta heaven. ,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,I have been told about this place for a while... I'm so glad you can actually get reservations here unlike bestia!,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",3.0,,2,"**3.5 stars - I would have rated at 4 stars but unfortunately it took quite a long time to get our food so I had to knock it slightly down. We started off with the funghi pizza where we were warned it would take a bit since they hand make the dough. The pizza was good but we scarfed it down pretty quickly since we were hungry and it took awhile for it to come! The rest of the entrees seemed to take a bit as well but we had the modenesi (proscuitto-stuffed pasta with truffles), raviolini with shrimp and porchetta. We finished it off with the cannolis (interesting combination of pistachios and orange marmalade) and bigne (white chocolate puffs). ",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,"i tried getting reservations a week in advance, but they were booked until 10 pm, so we scheduled a night almost a month later. stupid me got stuck in la traffic and we missed our table :T but we ended up sitting at the bar and had a blast.",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,Merry Christmas!! ,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,probably one of the best italian places i've been. started off with an awesome salad.. the mozzarella was the best i've ever had. next we had the prosciutto which was layered on top of a very light puffy bread. i got the handkerchief pasta.. it was really impressive.. the clean pesto taste.. the light pasta.. we finished with the cannoli which was a bit tart for me but it was also really light. good service.. i was sitting at a tight spot so my chair was getting kicked every 2 minutes -_- that was the only part that was upsetting,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,"Came here for my husband's birthday on a Friday night and it was packed. I loved the atmosphere, a sort of ""secret"" location tucked away on a quasi-deserted industrial street in DTLA. I'm very picky about my Italian food, and restaurants like Bestia have certainly raised the bar. But in L.A., while there are a few really really good Italian restaurants, there are also some that are ""hot"" but not so good (Scopa). ",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,Best lunch of the year? Yes it was. The service was top-notch from the moment we pulled up to the valet. We got to the restaurant before noon to meet our boy Jeff P. We were seated immediately. The industrial space was bright & the concrete pillars were nicely decorated with Christmas garland. The atmosphere is casual & comfortable.,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,Clean and elegant in the modern style-- full of business people during lunch.,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,"Delicious, AUTHENTIC Italian food. The service was great from beginning to end. They never let your cup get below half and they are very knowledgeable about the dishes they serve. They update their menu every day! You can taste every ingredient.",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,Came here for dinner. Loved the ambiance! Warm and cozy spot.,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,Epic meal! The chef here is amazing and the service is exceptional. The waiter had an great attitude and knew so much about the menu. The handmade pasta really sealed the deal. Don't miss the deserts either!,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,"Amazing, amazing pastas. Definietly one of the best places to have pasta in LA.  It's not necessary an Italisan restaurant. They have lots of other items made from seasonal ingredients. The wine list is small and impressive. Table and kitchen service are impeccable. ",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,peppers,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,"Been wanting to try this place out for a while, and got to go on Saturday night. Had 8:30 reservations, but weren't sat until 9 pm. It was a packed house, but still. Service was really helpful, nice, and fast. We were a party of 4 and brought a couple bottle with us - $20/bottle corkage, which is pretty good since their wines start at about $50-60 each. ",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,What a culinary treat to the eyes! Just by looking at the pics I got excited to come to this place. ,4.0,412.0,"
        The Factory Kitchen
    "
